,MONTH,DATE,SYMBOL,IND_CODE,BUY_PRICE,BACK_LOW,BACK_VWAP,CUM_RETURN (%),REALIZED_PCT (%),REALIZED_RETURN,ACTION
37,2015-04,2015-04-01,000783.SZ,4020,88.21659528,75.16717228,88.21659528,-14.792480891584011,0.0,-4.410829764000001,STOPSELL
38,2015-04,2015-04-30,600649.SH,60,100.43478490000001,96.18612159999999,103.4355867,-4.230270721673062,2.9878112478538204,1.4899327999999912,SELL
39,2015-04,2015-04-01,000750.SZ,4020,133.76462890000002,112.07154270000001,133.76462890000002,-16.217356096593637,0.0,-6.688231445000001,STOPSELL
40,2015-05,2015-05-04,000750.SZ,4020,121.8690015,104.3830882,121.8690015,-14.348122233527935,0.0,-6.093450075,STOPSELL
41,2015-05,2015-05-04,000630.SZ,15,88.66253996,77.90332024,88.66253996,-12.13502311670071,0.0,-4.4331269980000005,STOPSELL
42,2015-05,2015-05-05,000898.SZ,15,13.09153101,11.98795848,14.15481071,-8.429667463316813,8.121889633747267,-0.6545765505000001,STOPSELL
43,2015-05,2015-05-04,600664.SH,35,70.65370651,57.62283247,70.65370651,-18.443298566587835,0.0,-3.5326853255000006,STOPSELL
44,2015-05,2015-05-04,600863.SH,55,91.31282875,72.56126831,91.31282875,-20.535515870764208,0.0,-4.5656414375,STOPSELL
45,2015-05,2015-05-04,000937.SZ,10,48.92891231,41.41238321,48.92891231,-15.362142228663,0.0,-2.4464456155,STOPSELL
46,2015-05,2015-05-04,000100.SZ,45,20.2831441,13.85910649,20.2831441,-31.6718038304525,0.0,-1.014157205,STOPSELL
47,2015-05,2015-05-12,000027.SZ,55,124.4648005,112.8935145,130.35096140000002,-9.296834087642313,4.7291771459514145,-6.223240025,STOPSELL
48,2015-05,2015-05-04,000401.SZ,15,56.22805334,51.28627359,56.22805334,-8.788815291395613,0.0,-2.8114026670000003,STOPSELL
49,2015-05,2015-05-04,601231.SH,45,44.13766685,36.76041684,44.13766685,-16.714182095467976,0.0,-2.2068833425000003,STOPSELL
50,2015-06,2015-06-01,601231.SH,45,44.35781643,42.01469181,44.35781643,-5.282326337450867,0.0,-2.2178908215,STOPSELL
51,2015-06,2015-06-01,601929.SH,25,14.67389051,13.73186993,14.67389051,-6.419705662639563,0.0,-0.7336945255,STOPSELL
52,2015-06,2015-06-01,600498.SH,45,93.99067144,79.28767227,93.99067144,-15.643040894101734,0.0,-4.699533572,STOPSELL
53,2015-06,2015-06-01,600497.SH,15,143.910403,129.5561248,143.910403,-9.974454869673327,0.0,-7.19552015,STOPSELL
54,2015-06,2015-06-02,002422.SZ,35,137.16184199999998,106.03004879999999,112.62047700000001,-22.69712388376936,-17.892268463411256,-24.54136499999997,STOPSELL
55,2015-06,2015-06-02,600597.SH,30,49.00981438,40.97862301,48.63666864,-16.386904279477097,-0.7613694210445165,-2.4504907190000003,STOPSELL
56,2015-06,2015-06-01,000413.SZ,45,43.17087464,34.22551782,43.17087464,-20.720814425454503,0.0,-2.158543732,STOPSELL
57,2015-06,2015-06-02,600880.SH,25,387.79040719999995,323.1580214,479.51365769999995,-16.66683460962104,23.652789959988475,-19.38952036,STOPSELL
58,2015-06,2015-06-01,600839.SH,25,269.60706539999995,229.93351099999998,269.60706539999995,-14.715324444906027,0.0,-13.480353269999998,STOPSELL
59,2015-06,2015-06-02,600664.SH,35,72.01591057,62.83561764,77.7929786,-12.747589883039371,8.021932909373744,-3.6007955285000004,STOPSELL
